Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,30.15180206298828,29.620492935180664,29.667932510375977,29.724857330322266,16371571.0,22.953109741210938
2015-01-05,29.800758361816406,29.42125129699707,29.743833541870117,29.563566207885742,24786391.0,22.82856559753418
2015-01-06,30.227703094482422,29.525617599487305,29.667932510375977,29.81024742126465,29468681.0,23.01905059814453
2015-01-07,30.237192153930664,29.96204948425293,30.094877243041992,30.218215942382812,20248816.0,23.334074020385742
2015-01-08,30.967742919921875,30.569259643554688,30.6831111907959,30.834915161132812,49169522.0,23.810279846191406
2015-01-09,31.024667739868164,30.75901222229004,30.81593894958496,30.977230072021484,26083022.0,23.920175552368164
2015-01-12,31.195446014404297,30.939279556274414,30.996204376220703,31.091081619262695,24867865.0,24.008087158203125
2015-01-13,31.52751350402832,30.474382400512695,31.195446014404297,30.77798843383789,35989568.0,23.766328811645508
2015-01-14,31.043643951416016,30.483871459960938,30.559772491455078,30.81593894958496,32301727.0,23.79562759399414
2015-01-15,31.091081619262695,30.59772300720215,30.958253860473633,30.74003791809082,27009593.0,23.737018585205078
2015-01-16,31.138519287109375,30.607210159301758,30.63567352294922,31.119544982910156,25146648.0,24.03006935119629
2015-01-20,31.41366195678711,30.872865676879883,31.280834197998047,31.4041748046875,44449393.0,24.249855041503906
2015-01-21,31.783681869506836,30.891841888427734,31.233396530151367,30.967742919921875,35027793.0,23.912851333618164
2015-01-22,31.148008346557617,30.407970428466797,30.996204376220703,31.129032135009766,31389069.0,24.037399291992188
2015-01-23,31.214420318603516,30.76850128173828,31.185958862304688,30.7874755859375,27378599.0,23.77365493774414
2015-01-26,31.166982650756836,30.521821975708008,30.80645179748535,31.119544982910156,28285566.0,24.03006935119629
2015-01-27,31.64136505126953,30.645160675048828,30.6831111907959,30.929790496826172,42732322.0,23.883543014526367
2015-01-28,31.44212532043457,29.8956356048584,30.90132713317871,30.313093185424805,33774481.0,23.40734100341797
2015-01-29,30.322580337524414,29.92409896850586,30.275142669677734,30.199241638183594,30735905.0,23.319421768188477
2015-01-30,30.170778274536133,29.601518630981445,30.04743766784668,29.648956298828125,45396623.0,22.894498825073242
2015-02-02,30.02846336364746,29.430740356445312,29.829221725463867,30.02846336364746,24549979.0,23.187549591064453
2015-02-03,30.5123348236084,29.84819793701172,30.208728790283203,30.379507064819336,34785267.0,23.45862579345703
2015-02-04,30.616697311401367,30.094877243041992,30.332067489624023,30.426944732666016,38671365.0,23.70252227783203
2015-02-05,31.49905014038086,30.929790496826172,31.347248077392578,31.2998104095459,62653660.0,24.382484436035156
2015-02-06,31.707780838012695,31.053131103515625,31.271347045898438,31.47058868408203,36868498.0,24.515512466430664
2015-02-09,31.650854110717773,31.166982650756836,31.29032325744629,31.37571144104004,32236379.0,24.441608428955078
2015-02-10,32.466793060302734,31.698291778564453,31.764705657958984,32.4003791809082,62633318.0,25.239822387695312
2015-02-11,32.74193572998047,32.25806427001953,32.25806427001953,32.49525451660156,41574608.0,25.313732147216797
2015-02-12,33.178367614746094,32.476280212402344,32.523719787597656,33.083492279052734,46014267.0,25.77196502685547
2015-02-13,33.159393310546875,32.74193572998047,32.92219924926758,32.86527633666992,24652638.0,25.601972579956055
2015-02-17,33.05502700805664,32.703983306884766,32.7703971862793,32.808349609375,24102029.0,25.55763053894043
2015-02-18,32.808349609375,32.48576736450195,32.808349609375,32.713470458984375,22794015.0,25.483722686767578
2015-02-19,32.703983306884766,32.362430572509766,32.5711555480957,32.64706039428711,28097954.0,25.431983947753906
2015-02-20,32.808349609375,32.35293960571289,32.51423263549805,32.78937530517578,27705022.0,25.542850494384766
2015-02-23,32.75142288208008,32.31499099731445,32.362430572509766,32.628082275390625,24383868.0,25.41720199584961
2015-02-24,32.58064651489258,32.33396530151367,32.466793060302734,32.58064651489258,20402805.0,25.380252838134766
2015-02-25,33.007591247558594,32.191650390625,32.49525451660156,32.88425064086914,39229880.0,25.61675453186035
2015-02-26,32.94117736816406,32.618595123291016,32.703983306884766,32.81783676147461,20977551.0,25.565021514892578
2015-02-27,32.88425064086914,32.533206939697266,32.67552185058594,32.561668395996094,25705901.0,25.365467071533203
2015-03-02,33.0170783996582,32.31499099731445,32.561668395996094,32.98861312866211,22505008.0,25.698049545288086
